,score,magnitude
0,-0.10000000149011612,10.399999618530273
1,0.0,18.200000762939453
2,0.0,10.100000381469727
3,0.0,13.399999618530273
4,0.0,8.100000381469727
5,0.0,14.100000381469727
6,0.0,16.200000762939453
7,0.10000000149011612,14.800000190734863
8,-0.10000000149011612,7.199999809265137
9,0.0,6.300000190734863
10,0.0,18.100000381469727
11,0.0,14.199999809265137
12,0.20000000298023224,6.699999809265137
13,0.0,4.900000095367432
14,0.0,22.399999618530273
15,0.5,11.199999809265137
16,0.0,9.5
17,0.10000000149011612,23.700000762939453
18,0.20000000298023224,8.600000381469727
19,0.0,7.900000095367432
20,0.0,10.0
21,0.0,16.600000381469727
22,-0.10000000149011612,11.5
23,0.0,16.600000381469727
24,-0.20000000298023224,15.0
25,-0.10000000149011612,18.200000762939453
26,0.10000000149011612,12.5
27,0.10000000149011612,18.799999237060547
28,-0.10000000149011612,19.799999237060547
29,0.0,19.899999618530273
30,-0.10000000149011612,17.100000381469727
31,-0.10000000149011612,29.399999618530273
32,0.10000000149011612,18.0
33,0.10000000149011612,20.799999237060547
34,0.0,16.299999237060547
35,0.30000001192092896,9.5
36,0.10000000149011612,12.399999618530273
37,0.0,17.700000762939453
38,0.0,14.300000190734863
39,0.20000000298023224,12.0
40,0.0,13.800000190734863
41,0.0,34.20000076293945
42,0.10000000149011612,21.399999618530273
43,0.20000000298023224,7.900000095367432
44,0.20000000298023224,14.0
45,0.20000000298023224,13.600000381469727
46,-0.10000000149011612,20.700000762939453
47,0.30000001192092896,21.200000762939453
48,0.10000000149011612,13.100000381469727
49,0.0,12.800000190734863
50,0.0,10.300000190734863
51,0.5,9.699999809265137
52,0.4000000059604645,10.199999809265137
53,-0.20000000298023224,18.5
54,-0.10000000149011612,10.5
55,0.30000001192092896,20.0
56,0.0,7.699999809265137
57,0.10000000149011612,6.800000190734863
58,0.0,5.800000190734863
59,-0.10000000149011612,19.0
60,0.20000000298023224,23.0
61,0.20000000298023224,12.899999618530273
62,0.10000000149011612,19.899999618530273
63,-0.30000001192092896,8.399999618530273
64,0.0,17.0
65,0.0,25.899999618530273
66,0.0,7.800000190734863
67,0.0,10.699999809265137
68,0.0,11.399999618530273
69,0.20000000298023224,14.600000381469727
70,0.0,13.100000381469727
71,0.20000000298023224,22.5
72,0.10000000149011612,10.399999618530273
73,0.10000000149011612,16.799999237060547
74,0.10000000149011612,23.899999618530273
75,0.20000000298023224,7.5
76,0.10000000149011612,22.0
77,0.10000000149011612,15.5
78,0.10000000149011612,16.899999618530273
79,-0.20000000298023224,8.100000381469727
80,0.10000000149011612,12.0
81,0.30000001192092896,11.0
82,0.10000000149011612,9.0
83,0.20000000298023224,17.200000762939453
84,0.0,17.100000381469727
85,0.0,22.899999618530273
86,0.0,24.5
87,0.0,24.600000381469727
88,0.0,21.5
89,0.10000000149011612,10.899999618530273
90,0.0,7.900000095367432
91,0.0,7.5
92,-0.10000000149011612,10.899999618530273
93,0.20000000298023224,13.100000381469727
94,0.30000001192092896,15.800000190734863
95,0.0,15.800000190734863
96,0.20000000298023224,15.699999809265137
97,0.0,22.600000381469727
98,0.0,11.199999809265137
99,-0.20000000298023224,20.899999618530273
100,0.10000000149011612,15.5
101,0.10000000149011612,21.600000381469727
102,0.0,19.600000381469727
103,0.20000000298023224,24.100000381469727
104,0.0,11.300000190734863
105,0.0,29.5
106,-0.20000000298023224,16.299999237060547
107,-0.20000000298023224,11.399999618530273
108,-0.10000000149011612,8.800000190734863
109,-0.30000001192092896,10.800000190734863
110,0.0,21.299999237060547
111,0.10000000149011612,6.400000095367432
112,-0.20000000298023224,14.800000190734863
113,0.0,19.0
114,0.0,7.099999904632568
115,0.20000000298023224,30.200000762939453
116,0.10000000149011612,23.5
117,0.0,16.0
118,0.0,10.800000190734863
119,0.0,7.800000190734863
120,0.20000000298023224,21.5
121,0.0,11.399999618530273
122,-0.20000000298023224,25.600000381469727
123,0.10000000149011612,25.600000381469727
124,0.10000000149011612,10.600000381469727
125,0.10000000149011612,14.699999809265137
126,0.0,17.5
127,-0.10000000149011612,14.0
128,0.20000000298023224,10.0
129,0.5,11.100000381469727
130,0.10000000149011612,6.800000190734863
131,-0.10000000149011612,15.899999618530273
132,0.20000000298023224,7.199999809265137
133,0.10000000149011612,17.899999618530273
134,0.6000000238418579,22.200000762939453
135,0.20000000298023224,9.100000381469727
136,0.0,16.299999237060547
137,0.10000000149011612,11.899999618530273
138,0.20000000298023224,6.099999904632568
139,0.10000000149011612,6.900000095367432
140,0.0,13.199999809265137
141,0.0,14.399999618530273
142,0.0,14.699999809265137
143,0.0,16.600000381469727
144,0.4000000059604645,11.0
145,0.0,8.199999809265137
146,0.0,26.600000381469727
147,0.4000000059604645,15.5
148,0.30000001192092896,20.0
149,0.10000000149011612,13.199999809265137
150,0.0,9.800000190734863
151,0.10000000149011612,12.199999809265137
152,0.20000000298023224,10.300000190734863
153,0.10000000149011612,19.899999618530273
154,0.10000000149011612,10.300000190734863
155,0.20000000298023224,14.100000381469727
